"Room","GPP (g C)","Rg (g C)","Rm (g C)","Cs (g C)","Cf (g C)","Cr (g C)","Cw (g C)"
"1",5.16240583226849,1.3223374205331,0.344426623012408,0.362735620172949,1.51216205692373,0.653489684760746,0.967254426865559
"2",12.8647682484066,4.71162432125294,0.734363109396859,0.410670802702958,3.00341383228536,0.991846601971416,3.01284958079706
"3",14.0526665289541,3.19255443596751,0.839458401393799,1.08932951135542,3.57149304366568,1.14306008583136,4.21677105074036
"4",14.3867368341186,1.9287220232458,1.19961005134415,1.51203520591456,3.8882126760631,1.26528767424592,4.59286920330505
"5",9.20331574013754,0.853791045090681,0.933585028448834,1.20721912716393,3.02455581876302,1.01918519155533,2.16497952911574
"6",3.44375498099176,-0.957730200926435,0.509387648718186,1.48176668676461,1.41520179270232,0.581910338120057,0.413218715613018
