"Date","Room","Prov","Pot","W_treatment","Code","Height","D1","D2","D","Stemmass","Rootmass","Leafmass","Leafarea"
2016-02-29,2,"B",18,"d","B-18",50.5,4.85,4.94,4.895,3.87230560297699,1.77694692213262,4.55111785839723,907.695181829911
2016-02-29,2,"B",23,"d","B-23",53.2,4.67,4.74,4.705,3.5850540635527,1.65318134204164,4.56024534342269,890.896633492757
2016-01-08,2,"B",16,"w","B-16",12.4,0.95,0.99,0.97,0.025694629928946,0.0917573300071159,0.151026721235414,40.3413515605126
2016-01-08,2,"B",17,"w","B-17",15.4,0.85,0.92,0.885,0.0296535989290968,0.0978779867400649,0.165362284872943,46.7037591850499
2016-01-08,2,"B",18,"w","B-18",14.2,1.04,1.07,1.055,0.035647569859974,0.110410217691077,0.186494059989247,50.3584013007778
2016-01-08,2,"B",19,"w","B-19",12.5,0.8,0.86,0.83,0.0199888657971359,0.0786906799654927,0.128316126710721,35.2481183804726
2016-01-08,2,"B",20,"w","B-20",16.5,1,0.91,0.955,0.0370528884582144,0.111281015773227,0.19093014403716,53.9166819362081
2016-01-08,2,"B",21,"w","B-21",14.8,1,0.98,0.99,0.0339051290323738,0.106632766655926,0.180451171284947,49.6358204292026
2016-01-08,2,"B",22,"w","B-22",13.5,1.06,1.09,1.075,0.0343240329754669,0.108468395836332,0.182069306171001,48.5496805796826
2016-01-08,2,"B",23,"w","B-23",8.9,0.97,1.07,1.02,0.0177324215996864,0.0758002170074627,0.119147100571005,29.6732310953513
2016-01-08,2,"B",24,"w","B-24",15.6,0.93,0.94,0.935,0.0331065142778982,0.104521497926787,0.177584800642025,49.8082526104051
2016-01-08,2,"B",25,"w","B-25",10.3,0.62,0.68,0.65,0.0101577095311186,0.0531889227073469,0.082883568368534,22.897572115597
2016-01-08,2,"B",26,"w","B-26",13,1.12,1,1.06,0.0318293572535553,0.10401000451424,0.17344123109507,46.0363586319669
2016-01-08,2,"B",27,"w","B-27",14.4,0.97,1.02,0.995,0.0329309962657525,0.105058095358604,0.177121888264357,48.4316846460165
2016-01-08,2,"B",28,"w","B-28",13.1,0.95,0.99,0.97,0.0277072027989582,0.0955164159261442,0.158506491211096,42.7725755208526
2016-01-08,2,"B",29,"w","B-29",16.1,0.98,1,0.99,0.0380605758536246,0.11340284803562,0.194332193934425,54.2949228003458
2016-01-08,2,"B",30,"w","B-30",15.4,0.8,0.92,0.86,0.0282584425512584,0.095049709878956,0.16027328070458,45.4875707308223
2016-01-18,2,"B",16,"w","B-16",17.5,1.33,1.39,1.36,0.0727985566985641,0.166805610305329,0.295699914383175,79.4929891929434
2016-01-18,2,"B",17,"w","B-17",18.3,1.04,1.06,1.05,0.0500997797175095,0.132264045969996,0.231944195099337,65.6999995187405
2016-01-18,2,"B",18,"w","B-18",18.2,1.19,1.19,1.19,0.0613740092445127,0.149735132201007,0.264596721344297,73.2962227436195
2016-01-18,2,"B",19,"w","B-19",14,0.98,1.08,1.03,0.0335779880149001,0.106622241796201,0.179424235569242,48.5195797943322
2016-01-18,2,"B",20,"w","B-20",20,1.13,1.15,1.14,0.0649946144557771,0.15353036322882,0.274348156795814,77.904576280927
2016-01-18,2,"B",21,"w","B-21",16.5,1.15,1.18,1.165,0.0517601826834965,0.136380137598555,0.237158562144272,64.745308408882
2016-01-18,2,"B",22,"w","B-22",17.5,1.34,1.31,1.325,0.0696755108152365,0.162414312730988,0.287408465910994,77.6073168731061
2016-01-18,2,"B",23,"w","B-23",12,1.18,1.23,1.205,0.035378126219006,0.111849863503472,0.185905795288704,47.5694451126986
2016-01-18,2,"B",24,"w","B-24",19,1.3,1.35,1.325,0.0780054244956623,0.172479361964918,0.30898516621177,84.7154023890595
2016-01-18,2,"B",25,"w","B-25",11.7,0.77,0.79,0.78,0.0164423687371394,0.0703576132863881,0.11312601949017,31.0227514679895
2016-01-18,2,"B",26,"w","B-26",16.6,1.6,1.6,1.6,0.088988866245388,0.189525772277349,0.3370235759471,87.2739019744207
2016-01-18,2,"B",27,"w","B-27",16.3,1.22,1.23,1.225,0.0553862929081949,0.142297138239167,0.247838195512716,66.9340301720801
2016-01-18,2,"B",28,"w","B-28",15.9,1.16,1.18,1.17,0.0495488207732576,0.133319200666576,0.230625607119006,62.4853570503916
2016-01-18,2,"B",29,"w","B-29",19.1,1.51,1.58,1.545,0.101730202054876,0.202613324585976,0.367043302526438,98.1341648388078
2016-01-18,2,"B",30,"w","B-30",17.5,1.04,1.06,1.05,0.04711701869747,0.128011291214326,0.222995178287584,62.643810693952
2016-01-28,2,"B",16,"w","B-16",26.5,1.64,1.58,1.61,0.170936736508817,0.268508442097681,0.512178028061952,144.492899005034
2016-01-28,2,"B",17,"w","B-17",22.5,1.62,1.65,1.635,0.140121651011373,0.242018545665431,0.450991430331054,123.106449010369
2016-01-28,2,"B",18,"w","B-18",23.4,2.66,2.75,2.705,0.344834916611259,0.416904561597451,0.808488420701405,204.062361059083
2016-01-28,2,"B",19,"w","B-19",19.2,1.61,1.65,1.63,0.112119298749826,0.214845439559148,0.390917930830609,103.670158223273
2016-01-28,2,"B",20,"w","B-20",32.6,1.87,1.89,1.88,0.294863388661422,0.366131517284086,0.72789002666434,207.836684759858
2016-01-28,2,"B",21,"w","B-21",20.6,1.73,1.76,1.745,0.138499071495599,0.242532720437001,0.448010628879698,118.984005120436
2016-01-28,2,"B",22,"w","B-22",26.2,2.27,2.2,2.235,0.29215602517354,0.372483685152233,0.725205120997086,193.083773756175
2016-01-28,2,"B",23,"w","B-23",17.4,1.71,1.67,1.69,0.104081945205666,0.207459308509679,0.372888554912807,96.5053534742264
2016-01-28,2,"B",24,"w","B-24",25.6,2.12,2.14,2.13,0.261007717894028,0.34863193233387,0.674230180953993,180.211058770303
2016-01-28,2,"B",25,"w","B-25",15.4,1.4,1.37,1.385,0.062978232823262,0.154780024284935,0.26953329454588,70.5426769403138
2016-01-28,2,"B",26,"w","B-26",22.1,2.19,2.17,2.18,0.221781091361823,0.320624872032195,0.607574482886789,157.406218688501
2016-01-28,2,"B",27,"w","B-27",22.6,1.85,1.82,1.835,0.171173623648454,0.273237686231776,0.513493245859999,137.55668109486
2016-01-28,2,"B",28,"w","B-28",21.3,1.71,1.74,1.725,0.142218417443245,0.245616801030196,0.455618661023703,121.995463497298
2016-01-28,2,"B",29,"w","B-29",26.8,2.09,2.08,2.085,0.268149559619271,0.352714840470361,0.685810823454588,185.54234324937
2016-01-28,2,"B",30,"w","B-30",21.6,1.47,1.49,1.48,0.112050511318872,0.2121409750351,0.390280887126028,107.537167844929
2016-02-08,2,"B",16,"w","B-16",40.6,3.25,3.52,3.385,1.07157149210005,0.784622305685014,1.6771103558255,451.291591957257
2016-02-08,2,"B",17,"w","B-17",32.9,3.59,3.1,3.345,0.786908656277048,0.664666078886774,1.3757456326376,356.762419792417
2016-02-08,2,"B",18,"w","B-18",36.1,3.94,4.08,4.01,1.21259406130871,0.85635937378383,1.81938032540276,465.42208312799
2016-02-08,2,"B",19,"w","B-19",32,2.89,2.96,2.925,0.604486115701922,0.567768081045387,1.15976831300882,306.117217555004
2016-02-08,2,"B",20,"w","B-20",47.8,3.96,3.89,3.925,1.71984303707107,1.02866808655518,2.27558133815055,615.463247967589
2016-02-08,2,"B",21,"w","B-21",29.4,3.07,2.81,2.94,0.542731271820294,0.536458887684488,1.08242927272896,281.005684317385
2016-02-08,2,"B",22,"w","B-22",36.3,3.39,3.55,3.47,0.958011689722703,0.741540121815199,1.5614007766897,409.792887043749
2016-02-08,2,"B",23,"w","B-23",25.2,3.58,3.05,3.315,0.537444909875253,0.541923602355952,1.07731576597748,266.305993676964
2016-02-08,2,"B",24,"w","B-24",38.1,3.65,3.66,3.655,1.11730102520756,0.810185340843869,1.72433879131588,452.619680688395
2016-02-08,2,"B",26,"w","B-26",29.6,3.84,3.97,3.905,0.882967544826905,0.720824768773715,1.48410104846428,367.588760114286
2016-02-08,2,"B",27,"w","B-27",37.6,3.61,3.74,3.675,1.10733153202364,0.806890959191824,1.71458030705348,448.54084295734
2016-02-08,2,"B",28,"w","B-28",34.7,3.81,3.56,3.685,0.996310788680713,0.763020699345218,1.60236568394338,412.802577272511
2016-02-08,2,"B",29,"w","B-29",41,3.49,3.9,3.695,1.25854466378828,0.864399426318646,1.86132570515471,494.351646399534
2016-02-08,2,"B",30,"w","B-30",30,2.51,2.56,2.535,0.434890027382352,0.467826733293174,0.93735867504494,250.492125515282
2016-02-29,2,"B",18,"w","B-18",64.5,6.46,6.47,6.465,6.00719485543571,2.13396871352284,5.10570807602884,1341.02632925669
2016-02-29,2,"B",23,"w","B-23",61.5,5.15,5.33,5.24,3.95210567088738,1.6622862707097,3.89334792628764,1050.47213734212
2016-02-29,2,"B",22,"w","B-22",71,5.54,5.57,5.555,5.31044047389356,1.96001170198352,4.7085913093594,1291.83449847681
2016-02-29,2,"B",27,"w","B-27",69.2,6.09,6.07,6.08,5.96724719182083,2.1097765914797,5.07991806919076,1365.95277903915
2016-02-29,2,"B",28,"w","B-28",72.5,6.02,5.96,5.99,6.20389120050075,2.14981614827659,5.20715398119944,1415.89729719888
2016-02-29,2,"B",24,"w","B-24",63,5.52,5.39,5.455,4.37088157406967,1.76289741201788,4.15513508976463,1118.45132377852
2016-02-29,2,"B",29,"w","B-29",66,6.3,6.32,6.31,5.95192870954568,2.11691578450357,5.07396964628451,1343.91698781371
2016-02-29,2,"B",20,"w","B-20",73,5.87,5.97,5.92,6.14012769916866,2.13481285222031,5.17200475529871,1410.95045184559
2016-01-08,3,"B",31,"d","B-31",11,0.88,0.89,0.885,0.00574603795648611,0.0294486496570732,0.052269833736551,17.1535530547515
2016-01-08,3,"B",32,"d","B-32",13.8,1,1.02,1.01,0.00892305026485087,0.0423181105400135,0.0780668867677685,24.2717921005837
2016-01-08,3,"B",33,"d","B-33",16.8,1.03,1.08,1.055,0.00907538388105355,0.0492468613427288,0.0907121138194553,27.7675397851977
2016-01-08,3,"B",34,"d","B-34",12.2,0.94,0.97,0.955,0.00761901972300643,0.036032816941315,0.0656014264145398,20.8581795947303
2016-01-08,3,"B",35,"d","B-35",14.2,1.1,0.99,1.045,0.0103149416586563,0.0461017784857427,0.0861975546275494,26.4142513449568
2016-01-08,3,"B",36,"d","B-36",13,1.03,1.01,1.02,0.00999525383625928,0.0426117646752429,0.079543741008016,24.5965838051592
2016-01-08,3,"B",37,"d","B-37",16.5,0.95,0.91,0.93,0.00483842644127766,0.0367034632316298,0.0636701829678285,20.5970431636423
2016-01-08,3,"B",38,"d","B-38",15.1,0.98,1.02,1,0.00771189822796,0.0423527459539218,0.0769357549191025,24.0653319488861
2016-01-08,3,"B",39,"d","B-39",15.2,1.01,1.04,1.025,0.00869444163703376,0.0448983158450386,0.0824941119308825,25.5277624291265
2016-01-08,3,"B",40,"d","B-40",10.1,0.85,0.82,0.835,0.00466251054745628,0.0252001532193159,0.0439015930368816,14.7580749388085
2016-01-08,3,"B",41,"d","B-41",12.2,0.72,0.74,0.73,0.00191607990044739,0.0194574304475453,0.0310342064312633,11.1079703055297
2016-01-08,3,"B",42,"d","B-42",13,0.83,0.93,0.88,0.00468132235342971,0.0303719552222845,0.0527198608872756,17.3982283813231
2016-01-08,3,"B",43,"d","B-43",10,0.55,0.63,0.59,0.00079105200184278,0.0113323995056097,0.0166580603066,6.52498217321839
2016-01-08,3,"B",44,"d","B-44",12.5,0.97,0.96,0.965,0.00783499218723907,0.0371402181195241,0.0677727800794885,21.4595032586718
2016-01-08,3,"B",45,"d","B-45",10.8,0.76,0.79,0.775,0.0029621196285946,0.021615682768448,0.0360163272279184,12.5274408247274
2016-01-18,3,"B",31,"d","B-31",17,1.38,1.39,1.385,0.0362855931250361,0.0922188607179255,0.193960430928476,52.6721302527142
2016-01-18,3,"B",32,"d","B-32",16.5,1.19,1.17,1.18,0.0164418878853691,0.0633662609669691,0.123596600348828,35.9996781137148
2016-01-18,3,"B",33,"d","B-33",21.7,1.38,1.39,1.385,0.0280647036471307,0.0983233872851642,0.200988050018721,54.8277810058864
2016-01-18,3,"B",34,"d","B-34",14.1,1.27,1.27,1.27,0.0283013599524599,0.0719692037494815,0.14824742001276,41.681638739679
2016-01-18,3,"B",35,"d","B-35",19.8,1.73,1.64,1.685,0.0846312506339367,0.150488558895745,0.342449648041225,85.5376966649718
2016-01-18,3,"B",36,"d","B-36",17.8,1.54,1.65,1.595,0.0714036900901691,0.129027898347048,0.289359437252535,73.9009884264436
2016-01-18,3,"B",37,"d","B-37",21,1.51,1.6,1.555,0.0526601165187453,0.127127249885526,0.276169686590481,71.5450975630116
2016-01-18,3,"B",38,"d","B-38",20,1.57,1.62,1.595,0.0631618564703754,0.133037219135597,0.29431807333586,75.3297496310922
2016-01-18,3,"B",39,"d","B-39",19.4,1.6,1.57,1.585,0.0631456901253847,0.130087309579106,0.287924356752807,73.8562165512246
2016-01-18,3,"B",40,"d","B-40",12.7,1.26,1.16,1.21,0.0246386562880131,0.0626634836598963,0.127587466723781,36.575426000368
2016-01-18,3,"B",41,"d","B-41",14.5,0.98,1.01,0.995,0.00784349480373766,0.0414252191250204,0.0754216110742702,23.6261513145989
2016-01-18,3,"B",42,"d","B-42",19,1.55,1.58,1.565,0.0604688711372973,0.125663816988986,0.277073194446676,71.4441276554422
2016-01-18,3,"B",43,"d","B-43",11.4,0.89,0.92,0.905,0.00620735543678521,0.0312894769467772,0.0559180410166615,18.1829424663105
2016-01-18,3,"B",44,"d","B-44",15.7,1.37,1.37,1.37,0.0373077096239914,0.0880847814488056,0.18599446659505,50.6772080043162
2016-01-18,3,"B",45,"d","B-45",13.2,1.18,1.18,1.18,0.0207944329217799,0.0597600229498572,0.119639995272861,34.7035802976515
2016-01-28,3,"B",31,"d","B-31",26.7,1.88,1.83,1.855,0.101238312059869,0.202927739462673,0.467550185627577,112.562293056587
2016-01-28,3,"B",32,"d","B-32",25.2,1.78,1.81,1.795,0.0908673290031745,0.185351877402137,0.423042745507776,103.223412377727
2016-01-28,3,"B",33,"d","B-33",28.2,2.63,2.65,2.64,0.585849962211979,0.4624708459819,1.25971625073261,259.849745406006
2016-01-28,3,"B",34,"d","B-34",20,1.83,1.81,1.82,0.124425083525121,0.180060389462673,0.425093930134211,102.653281025541
2016-01-28,3,"B",35,"d","B-35",29,2.32,2.21,2.265,0.258910875726311,0.327847155647597,0.82542037911272,182.25421523515
2016-01-28,3,"B",36,"d","B-36",27.8,1.83,1.83,1.83,0.0904929843229748,0.198806236779452,0.452863477203108,109.762521805106
2016-01-28,3,"B",37,"d","B-37",34,2.23,2.24,2.235,0.20449974176242,0.331535443653434,0.813981972452652,181.321202091002
2016-01-28,3,"B",38,"d","B-38",28.8,2.38,2.31,2.345,0.311719930017908,0.354369774496334,0.908311906346996,197.486353746391
2016-01-28,3,"B",39,"d","B-39",28.1,2.51,2.47,2.49,0.435397123746742,0.404029000321409,1.06972085810421,226.406768536465
2016-01-28,3,"B",40,"d","B-40",17.9,1.45,1.47,1.46,0.0450636914143596,0.105495072932026,0.226353879897586,60.1139348193542
2016-01-28,3,"B",41,"d","B-41",18.7,1.59,1.54,1.565,0.0614902933222108,0.125139739347694,0.276430968983977,71.2575281467633
2016-01-28,3,"B",42,"d","B-42",27,1.8,1.89,1.845,0.0973142544499947,0.20101636315947,0.461312784809213,111.348607117343
2016-01-28,3,"B",43,"d","B-43",16,1.38,1.31,1.345,0.0332700165799512,0.0848623322340057,0.177180261277515,48.686180341039
2016-01-28,3,"B",44,"d","B-44",24,2.25,2.21,2.23,0.291676117453051,0.301008083229284,0.768863214535067,170.337803789049
2016-01-28,3,"B",45,"d","B-45",18,1.65,1.61,1.63,0.0788946370527483,0.136012538207955,0.307899248576771,77.9032949729604
2016-02-08,3,"B",31,"d","B-31",45.8,3.15,3.17,3.16,0.885719936445384,0.793372664973324,2.23111620919033,428.99604016215
2016-02-08,3,"B",32,"d","B-32",42,3.52,3.26,3.39,1.39205176135026,0.911133366953667,2.67945109345829,498.69040747176
2016-02-08,3,"B",33,"d","B-33",40.2,3.87,3.78,3.825,2.71058248550792,1.18806876228919,3.72689603557705,657.157045920709
2016-02-08,3,"B",34,"d","B-34",33,2.91,2.88,2.895,0.797410968567937,0.595462291596619,1.66644440637769,331.019212020862
2016-02-08,3,"B",35,"d","B-35",40.3,3.57,3.6,3.585,1.93792319708267,1.02465850139822,3.11243316978269,564.737437876993
2016-02-08,3,"B",36,"d","B-36",43.5,3.47,3.45,3.46,1.49011984003566,0.963700868581566,2.85100272849523,526.20187082684
2016-02-08,3,"B",37,"d","B-37",51.4,3.41,3.31,3.36,1.07523781237558,0.941370109735911,2.69203033708439,504.882922869611
2016-02-08,3,"B",38,"d","B-38",39.2,3.59,3.48,3.535,1.85629399256514,0.984992781040399,2.98094296780683,543.959244680614
2016-02-08,3,"B",39,"d","B-39",43.6,4.25,4.03,4.14,3.73709133857452,1.4552156322322,4.70154356724926,801.799709607602
2016-02-08,3,"B",40,"d","B-40",28.5,2.32,2.37,2.345,0.315174328438528,0.353396727462299,0.906926166006459,197.14684046662
2016-02-08,3,"B",41,"d","B-41",29.5,2.66,2.64,2.65,0.569668834229662,0.472052002453118,1.28144824202943,264.112686393169
2016-02-08,3,"B",42,"d","B-42",35.1,3.17,3.15,3.16,1.1719760751367,0.739831962697355,2.14621387171857,410.643200263805
2016-02-08,3,"B",44,"d","B-44",38,3.39,3.08,3.235,1.21611120265688,0.79717017494503,2.31782964039763,439.562961250661
2016-02-08,3,"B",45,"d","B-45",28.2,2.52,2.54,2.53,0.470783979082218,0.419461130114723,1.11886540949298,235.166040810067
2016-02-29,3,"B",42,"d","B-42",66,4.55,4.44,4.495,3.68637322313405,1.95954495772557,6.28110814119528,1040.98950848037
2016-02-29,3,"B",37,"d","B-37",66.5,4.51,4.46,4.485,3.6155970863175,1.9534283307697,6.2491280250126,1036.8514413979
2016-02-29,3,"B",34,"d","B-34",61,4.45,4.38,4.415,3.65206810440531,1.84197473649269,5.90635562415327,985.221554518838
2016-02-29,3,"B",33,"d","B-33",65.5,4.86,4.68,4.77,5.04165707393063,2.24096806329304,7.40290466858834,1195.04386065806
2016-02-29,3,"B",38,"d","B-38",58,4.61,4.52,4.565,4.57235997890387,1.96251111234941,6.43504091348887,1056.73068625298
2016-02-29,3,"B",32,"d","B-32",66,4.63,4.55,4.59,4.10455637340713,2.05583158182659,6.65796543838031,1093.32172646487
2016-02-29,3,"B",45,"d","B-45",54.5,4.48,4.43,4.455,4.30690115593793,1.82565304222229,5.95795979397236,987.82354493918
2016-02-29,3,"B",39,"d","B-39",61.5,5.54,5.37,5.455,10.7347039928382,2.99853768328619,10.6603221878784,1620.16051739226
2016-01-08,3,"B",31,"w","B-31",13,0.81,0.85,0.83,0.013918658206479,0.0824196374912215,0.115814484003104,32.3727900455721
2016-01-08,3,"B",32,"w","B-32",13.5,0.84,0.87,0.855,0.0155748502390581,0.0861022390805852,0.123068558430992,34.433412556902
2016-01-08,3,"B",33,"w","B-33",10.7,0.94,0.85,0.895,0.011311317364932,0.108655698009105,0.134949060706547,33.1063823107582
2016-01-08,3,"B",34,"w","B-34",16.3,1.01,1.02,1.015,0.0283657026389134,0.112741664063363,0.174822968832847,48.5218141422938
2016-01-08,3,"B",35,"w","B-35",14.7,0.83,0.92,0.875,0.0186875140949088,0.086304384464294,0.129070022898686,37.073049857225
2016-01-08,3,"B",36,"w","B-36",15.2,0.87,0.94,0.905,0.0208964566298093,0.0911855902895298,0.138285601052195,39.5922160170788
2016-01-08,3,"B",37,"w","B-37",13.8,1.26,1.18,1.22,0.0288654916480442,0.185650065208463,0.254267398745025,59.1084170965604
2016-01-08,3,"B",38,"w","B-38",11.5,1.05,1.03,1.04,0.0163297690237695,0.145033315054512,0.183404871423274,42.8197031944746
2016-01-08,3,"B",39,"w","B-39",10.6,0.78,0.8,0.79,0.00908281404413226,0.0830493412768253,0.104602773670287,27.3653372151681
2016-01-08,3,"B",40,"w","B-40",10,0.68,0.77,0.725,0.00715281992032949,0.0710934191909648,0.0877638004771627,23.4362203529785
2016-01-08,3,"B",41,"w","B-41",13,0.71,0.76,0.735,0.0114160344434562,0.0631075138067548,0.0903700050084711,27.0053977254163
2016-01-08,3,"B",42,"w","B-42",14.3,0.83,0.87,0.85,0.0170095849543124,0.0822616710663101,0.121639072130396,35.0544398829528
2016-01-08,3,"B",43,"w","B-43",11,0.87,0.81,0.84,0.0106899591529902,0.0930516906218735,0.118581430200577,30.5061613847701
2016-01-08,3,"B",44,"w","B-44",15.2,1.05,1.03,1.04,0.0262142690568021,0.123752882106365,0.183659687672942,48.7152229281553
2016-01-08,3,"B",45,"w","B-45",12.2,0.72,0.73,0.725,0.010023304996852,0.0634898854783215,0.0878507062639012,25.693464817266
2016-01-18,3,"B",31,"w","B-31",15,1.03,1.09,1.06,0.0264403214076045,0.130016134904263,0.190927410840101,49.8129090024012
2016-01-18,3,"B",32,"w","B-32",16.4,1.08,1.06,1.07,0.0312371150423495,0.126156603294027,0.194707919392782,52.6433769300746
2016-01-18,3,"B",33,"w","B-33",16.8,1.21,1.22,1.215,0.0400338091644346,0.164505970691039,0.252392186685136,64.3420121671307
2016-01-18,3,"B",34,"w","B-34",21.4,1.59,1.58,1.585,0.093116588707695,0.25702483766308,0.43473289059888,106.974120722749
2016-01-18,3,"B",35,"w","B-35",17.8,1.23,1.26,1.245,0.0459523425061128,0.167943938200419,0.265350478880025,68.5337508949972
2016-01-18,3,"B",36,"w","B-36",18.8,1.03,1.09,1.06,0.0387850345457761,0.114343933797112,0.191142114767697,55.2955936719418
2016-01-18,3,"B",37,"w","B-37",21,1.77,1.79,1.78,0.108966095919643,0.335208223151286,0.550835829729386,126.078102129013
2016-01-18,3,"B",38,"w","B-38",15.7,1.4,1.35,1.375,0.0436649594891251,0.224344663698884,0.324771314271855,74.9928395646558
2016-01-18,3,"B",39,"w","B-39",15.3,1.23,1.27,1.25,0.0357782493167286,0.184661564860936,0.267328446629767,64.2844282678527
2016-01-18,3,"B",40,"w","B-40",14,1.05,1.01,1.03,0.0224436767869009,0.126956628658601,0.179999952514122,46.2264970651254
2016-01-18,3,"B",41,"w","B-41",15.7,1.09,1.02,1.055,0.0283484213439749,0.125377428889016,0.189136853622287,50.5172252196437
2016-01-18,3,"B",42,"w","B-42",17.5,1.04,1.09,1.065,0.0346093389670048,0.120338382269314,0.192917883560168,53.8701063419959
2016-01-18,3,"B",43,"w","B-43",17.4,1.45,1.56,1.505,0.0602378362623512,0.258042023435371,0.390724475855499,89.9867041128044
2016-01-18,3,"B",44,"w","B-44",23.5,1.37,1.35,1.36,0.0850329112206903,0.174104504514259,0.318219867479937,88.9032814463818
2016-01-18,3,"B",45,"w","B-45",15,0.99,1.07,1.03,0.0252310318100027,0.12207061280425,0.180061774371428,47.7250929260501
2016-01-28,3,"B",31,"w","B-31",22.5,1.41,1.39,1.4,0.0828077448284225,0.190196926865685,0.33754054517028,90.9828447539034
2016-01-28,3,"B",32,"w","B-32",28.2,2.06,2.07,2.065,0.228931453746958,0.392784395704983,0.746956035159962,180.316850412766
2016-01-28,3,"B",33,"w","B-33",30.6,2.27,2.37,2.32,0.317944776175069,0.48422097437557,0.947706133058325,222.768717684884
2016-01-28,3,"B",34,"w","B-34",33,2.5,2.64,2.57,0.42703835763112,0.580776783858709,1.16827004584615,268.721028164867
2016-01-28,3,"B",35,"w","B-35",23.5,1.75,1.76,1.755,0.12887240057462,0.304814383239374,0.535461868268863,130.037124171456
2016-01-28,3,"B",36,"w","B-36",28.3,2.28,2.45,2.365,0.287326753289164,0.528046381354379,0.985217267319863,221.107939390833
2016-01-28,3,"B",37,"w","B-37",36.1,2.65,2.67,2.66,0.526023749378065,0.59519773628084,1.25384875715796,294.867335510568
2016-01-28,3,"B",38,"w","B-38",28.3,2.62,2.36,2.49,0.312500193214661,0.591291447764625,1.09441590964936,238.760886076597
2016-01-28,3,"B",39,"w","B-39",26.3,2.18,2.11,2.145,0.216382167296659,0.444265701593116,0.806925128047446,184.77616282602
2016-01-28,3,"B",40,"w","B-40",21.3,1.67,1.69,1.68,0.101577572045231,0.292858101942545,0.489559364152465,116.423178401267
2016-01-28,3,"B",41,"w","B-41",22.5,1.88,1.78,1.83,0.128159448209172,0.342527537387818,0.58307589732287,135.655696986707
2016-01-28,3,"B",42,"w","B-42",25.7,2.06,2.06,2.06,0.194796574613085,0.411884160273673,0.742926220489943,172.116685025246
2016-01-28,3,"B",43,"w","B-43",32,2.05,2.06,2.055,0.281463729685613,0.361654556992469,0.740057890864744,189.792845100861
2016-01-28,3,"B",44,"w","B-44",39.5,2.45,2.46,2.455,0.537696608505948,0.474159519697991,1.06501629507901,272.746326025651
2016-01-28,3,"B",45,"w","B-45",22.8,1.56,1.56,1.56,0.101033482655621,0.239416794585497,0.420986348539326,107.574149863489
2016-02-08,3,"B",32,"w","B-32",43.8,3.28,3.38,3.33,1.05333637452048,0.873341549915206,1.98506504869454,450.770317039009
2016-02-08,3,"B",33,"w","B-33",49.6,4.68,4.53,4.605,2.20685968507103,1.65837829635961,3.8491686107341,774.266256168312
2016-02-08,3,"B",34,"w","B-34",48.8,4.11,4.25,4.18,1.83323827487055,1.35311486897498,3.15868817564117,665.132890135661
2016-02-08,3,"B",35,"w","B-35",33.4,3.3,3.44,3.37,0.678055180692124,1.04602490386673,2.0312903499274,404.807493017489
2016-02-08,3,"B",36,"w","B-36",46.3,4.52,4.34,4.43,1.84332972050118,1.58392953447327,3.55532067177014,707.897070956309
2016-02-08,3,"B",37,"w","B-37",56.9,4.11,4.31,4.21,2.40683194071528,1.25956040504374,3.20757806101015,721.739804469415
2016-02-08,3,"B",38,"w","B-38",50.9,4.66,4.79,4.725,2.40468167755552,1.72914193800644,4.05717480206941,814.23140736945
2016-02-08,3,"B",39,"w","B-39",44.7,3.99,3.82,3.905,1.41369949166126,1.22489620521644,2.7478873607418,577.041472292302
2016-02-08,3,"B",40,"w","B-40",36.4,3.07,3.38,3.225,0.730302563178746,0.904360190490597,1.8577065884235,394.491253569051
2016-02-08,3,"B",41,"w","B-41",38.7,2.91,2.96,2.935,0.694905090656326,0.710108346540594,1.53318391556398,352.625622355095
2016-02-08,3,"B",42,"w","B-42",40,3.33,3.14,3.235,0.861376597973445,0.862970161921327,1.87035935028891,413.98342874452
2016-02-08,3,"B",43,"w","B-43",51.3,3.71,3.73,3.72,1.64994973883301,1.01807825888069,2.49045761491754,572.044553039569
2016-02-08,3,"B",44,"w","B-44",57.4,4.55,4.52,4.535,2.75774660501142,1.47567528101135,3.73341389401494,809.657204993764
2016-02-08,3,"B",45,"w","B-45",40.4,3.19,3.17,3.18,0.851886883990902,0.826381634903404,1.806125556222,405.391779491523
2016-02-29,3,"B",45,"w","B-45",69,6.01,6.28,6.145,6.18504434779757,2.59013586811027,6.94679590420256,1386.89000675355
2016-02-29,3,"B",32,"w","B-32",83,5.93,5.85,5.89,7.89695186566494,2.12450079418202,6.37703162504521,1418.04942011251
2016-02-29,3,"B",40,"w","B-40",81,5.51,5.32,5.415,6.60602157868747,1.79092363015059,5.3708135704524,1236.89667415382
2016-02-29,3,"B",41,"w","B-41",70.5,6,6.04,6.02,6.20349999325164,2.44571490338226,6.66216735546778,1358.47045496531
2016-02-29,3,"B",43,"w","B-43",80,5.56,5.25,5.405,6.44876865043953,1.79631619027141,5.35026013459936,1226.42618187496
2016-02-29,3,"B",35,"w","B-35",67.5,6.53,6.57,6.55,6.61220899246998,3.01741625148302,7.91240462768266,1509.96676091373
2016-02-29,3,"B",42,"w","B-42",76.5,6.11,6.33,6.22,7.51571806007149,2.50843734007529,7.12458958371656,1481.22702899003
2016-02-29,3,"B",33,"w","B-33",77.5,6.37,6.21,6.29,7.82467040705553,2.55193689102066,7.28965608700452,1515.22872481604
